ulid,text
01K5JSE1RHMNZ8XR7PSSHGSHEN,"Hindi yung, tinahahoy niyo yung anak ko."
01K5JSE31FTVDGA6EFRSJYN6DJ,So ngayon lumalabas na yung tunay mong ugali?
01K5JSE4AZ0RKW05YM996YB21Z,Nanunumbat ka na ngayon?
01K5JSE5M60E10FR3K823J4ED1,Eh hindi ko hindi naman dahil sa Kuya ko.
01K5JSE6X6EW746KAC4B908W8B,Ibalik niyo nalang ako sa ampunan para din na kayong nangkakawulo.
01K5JSE879H13PEE722ZBT01G1,"Dali niyo naman kaya ang bumili, diba?"
01K5JSE9GAR1QTHDH7MQ3YWQWV,Hindi ako nanunumbat.
01K5JSEAS92YYQQY8GPQBZ8C5D,"Pero kung ganyan niyo pa lalaki niyang batang yan,"
01K5JSEC28J1Y8T93CM91ZH3MT,kayo rin ma dudosaw le.
01K5JSEDBBXY093PTN2Z74Q1GN,"Oh ayan anak, nakuha mo na yung gusto mo bag ka."
01K5JSEENAQVRXF1VMRJG003CK,Diba? Ang ganda ng bag mo?
01K5JSEFY2ETZMZK9TST8XEJR8,Favorite color mo to.
01K5JSEH7SARK5KAFK9P9N6EF6,"Uy, ganda ng sombrelo."
01K5JSEJGSHCK8M85HFTCGQ84X,Bagay to sa akin.
01K5JSEKT4FK92FSZ4BJ5FQ4P0,"Oh, pangit pangit mong ito ngayon."
01K5JSEN3DSXYVMB9XV9NXC0SQ,"Anak ha, first day mo sa school."
01K5JSEPBYEERYZW4C3T0DKMBV,Dapat makipag-friends ka dun ha.
01K5JSEQMBN4RG6SJS8JA32D5W,"Kung may nangbuli sa iyo, sabihin mo sa akin."
01K5JSERX2B8EQ5E9XAT27PYRA,"Hindi ko tatanggol kita, pupunta ako na sa school."
01K5JSET61H0Q81T9FMJDQKJ6N,Ang dami kong baon.
01K5JSEVEWW1FNR42FHB8AGV82,Sayo ang pangit yung bag mo.
01K5JSEWQJ7JF5KVN313NKARZG,"Tapos sa akin, agonda."
01K5JSEY0ZS4TW0G9XEZ89JN69,Saan madami kang baon?
01K5JSEZ92C0S98FJ8C0CRBH2R,"Ito, ito, ito."
01K5JSF0J7D4BAHTR9HQHTY1FR,"Opo, tita mo ko."
01K5JSF1VA00QTVQQB3YFJD5Q3,"Jade, ito yung baon mo ha."
01K5JSF34GPAD63633TG19EBZW,Tapos bukas bibigyan ulit kita.
01K5JSF4DPQN2NG5F16W30QG1D,Tapos mainggit ka?
01K5JSF5P41RNSCB1X36ETHKWN,i-spoil mo ang ampun mo.
01K5JSF6YY5C7YMMGFCGS1GTEQ,"dikay sa anak ko lahat na gusto niya,"
01K5JSF87T089M8WKWAJ6ZA5FS,"pati yung magandang asal tinuturo ko,"
01K5JSF9GNJYZCJT8287P4SY0P,"Hindi yung, pati respeto, hindi na marulong."
01K5JSFASTPYRHRG3G5Q2YRQSN,Sampig ka lang dito.
01K5JSFC2EFQX2V4VV6VDT26NZ,Kakahiya naman sayo.
01K5JSFDBSKPW1H9F8XCK5CAHQ,dahil nakikita na kayo sa kuya mo hanggang ngayon.
01K5JSFEMNNAC4M62PE32CBZAR,Tapos nasabihin niyo ako yung samped.
01K5JSFFY0P9HW00831KMF5CDE,Tinungin yung bag na binili ko sa anak mo.
01K5JSFH723GSDCZ4RWEB0R6DC,Tapos walang galang sakin yung parangkin mo.
01K5JSFJGD5Q8KNG2TBRQXDEMS,Tinuturoan si Kinuha konsulti ng nanay.
01K5JSFKS6W5W9W0W22GQJ03XF,"E kasi ang asawa mo,"
01K5JSFN2KCE4ZWMXVHBCR1HKR,masadong ini-spoiled yung ampun niyo.
01K5JSFPB8SM09R4QB6MEYNES4,"ilag bes mo sasabihin sa'yo, ha?"
01K5JSFQMMWJ2HF7YYCC1BVF6K,Ngawag mong pakinginig sa anak namin ampun yan.
01K5JSFRXF059XX20S7WNQKF6M,Di ba ang muku ring kayo?
01K5JSFT689HPBZBTFVE0Q7PYX,Narinig bube siya sabi mo.
01K5JSFVF1WXB1ZSCGJFAWQ75S,Nguninakikita sa iyo.
01K5JSFWQB4W1WCF1ASZ83EPPE,Hindi na ba figured mo?
01K5JSFXZTZ0ZEHVV5AEMA76P0,Lumas ni dito!
01K5JSFZ7SXVE1HJWV4H4EGZJ0,ibikasan mo yan ah!
01K5JSG0FXJH4JX0X2E0K43GGB,Sabihan mo yan si Peh!
01K5JSG1RMXQQBH9JTVN2FGH2G,"Bakit,"
01K5JSG30AZ218MEV51VMZQR82,ang tapayang sarsom ko tambahir?
01K5JSG48RGGY6CGQK5Z3EE3MQ,ang this butin kayong Apttet!
01K5JSG5H3Y38GTQDR19CS7MG4,"At tile,"
01K5JSG6TGATGGV7205QVPE0R0,Ano? Tasama ka sa naring mo?
01K5JSG821CWC5TV6EFQJNFCAK,Tina mo? Ayaw sa mama ng anak mo.
01K5JSG9AX99VZ25AM61M07W2D,Bahala ka dyan. Kanano sa kanila.
01K5JSGAKJ7HZFFDR2JY3DENFR,"Sia, buka ka rito."
01K5JSGBWJR6GPZ5BJ0G985404,Hindi tama ginagawa ng mama mo ha.
01K5JSGD57CAMSK2ZTVETVW8SZ,"Takinig ko, sinasagot-sagot mo yung..."
01K5JSGEEV9WSSKPTYXG8R9SK9,"Sorry po, tita. Ito po, oo."
01K5JSGFQ1NHMRT5DWFQ46JFZW,"Sia, hindi mo nabibili ang sorry ko."
01K5JSGH0FK99PB789MS96D4XE,Gusto ko sincerity.
01K5JSGJ97S1YHBJMHAPCVDZW4,"Dapat sincere yung pag-inginan ng sorry sa akin, pati sa ate Jade mo."
01K5JSGKK3ESNASA9HSXJ3J8ZN,Mag-sorry ka na maayos.
01K5JSGMVYHBSWPJQ4FDA5FYTJ,Huwag mo toutularan yung mama mo ha.
01K5JSGP4Q5YFAC5K4JEH61DXA,"Kung may gusto ka, sabi mo sa akin."
01K5JSGQDE4NEMP1NVNFQW6QJ8,"O kaya kung may gusto ka ng gamit ni Jade,"
01K5JSGRPCH8A2SVQK3P0XXWG7,magsabi ka kay ate Jade mo.
01K5JSGSYYGV2K0JTJEZMRWP2X,Masamay na iinggit.
01K5JSGV7KM46YBJPTAQBDGX66,"Iba, binibigin naman kung may gusto ka."
01K5JSGWG3JNYN4H322PC081J4,Sorry ka kay ate Jade mo.
01K5JSGXS459X55REARYFHVBYF,"Kibilang ko na lang ng bago yung ate Jade mo, ok?"
01K5JSGZ2M8NKM9CVJFDHRBDT9,"Kung may mga baria mo, eto yung baon mo."
01K5JSH0CNBWBX87TCT9A01AT1,PINUMULTUN Ako ng damdamin ko
01K5JSH0NC81A4SH0JME5KA677,Hindi mo pa pa-mabalik mo salin
01K5JSH0XPDCAP4DKDFX0BTT8V,Hindi pa pa sabat
01K5JSH15XDVWVSKXMX580W20H,ang papalirang sakit
01K5JSH1EH344CSSA7HQRG459D,"Okay, putang ina mo asang ka?"
01K5JSH1P227K0KSQG0N8FKCVT,Asaksaking kita ng putang ina...
01K5JSH1XYW9T2NZ8CN4H5CJEX,"I'ma play it as true, but I'll chase the game for you"
01K5JSH26B1GVH5VYWGPDFS476,"Wanna see what it do, yeah not be afraid"
01K5JSH2EHZK17HP4MJSCRWXRP,"This is how I feel, I'm in need of love"
01K5JSH2QHBY7NJ5G9YKA4S0AD,Take a look at our best sellers.
01K5JSH32WVYGH7CEJFRBS0T37,This is always a hit.
01K5JSH3CK4ZVEEH2BX3QG12DK,So is this.
01K5JSH3PVYKYMSJC21GMCKZ4D,This one gets them every time.
01K5JSH425RYHVG0AE7JKKMSKN,We blink and this one's gone.
01K5JSH4DVZBKEHTSY111YRHWC,This one doesn't know what the word flop means.
01K5JSH4SEDT3C5N4RX2FKFYQZ,"Bossing ko, ito na iinahaantay mo."
01K5JSH50PD3FRRZMMF4WEYPCF,I-check mo na sa profile ko para makapag-checkout ka.
01K5JSH57Q2RVH471YYAW519GY,"Maraming salamat, bossing ko."
01K5JSH5E4Y612AYBX0EJAH7Z7,"Koreshipping yan, ah?"
01K5JSH5NGGXWMV8T9EADA0J1T,"Alimaw na daw to si Idol, pero ako? Ako ang bago niyong tagabagtanggol."
01K5JSH5ZXAK0CWX2FX4FRMVN9,"Laban dito sa mga tokmol, call. Mi Pedro Penduko na naman."
01K5JSH69M7M3WXK02NDSR1324,"Di ko na kailangan pa ng sandata, agimat o anting-anting."
01K5JSH6KGRSV3B14DFWM3JA7V,Sapat na nga aking angking galing para babagsakin.
01K5JSH6WRMVV292KPT66MQNWE,"Itong filingerong feeling magaling, dating datihan na walang dating."
01K5JSH76EWV1F2SPX1PKB230B,Mga naunang nag-uunahan pa rin na kaya ko to? Kaya ko yan?
01K5JSH7FWTKMN9XYTHRYB634N,"Puro gan to, puro gan yan. Mukhang puro. Pero di malaman."
01K5JSH7SVKPPAZSPH9CWFZ559,"Puro pa laman, puro pa lamangan, puro sumbat, puro kumbara, puro bilangan ng inambag dila."
01K5JSH84YVQ8Y8NY7NB6Y4G6B,Ano? Puro-puro ba?
01K5JSH8DQVV2S2K8DNQCYGQTW,"Puro-muro, di ba? Eh kung purohan na lang kaya kita, totalpo mo puro ka na, putang ina ka."
01K5JSH8S7PSTZ1FK54HGYXTXP,She's so beautiful and so cool too!
01K5JSH917Z999JVJ7BAX00J0M,"There's something different about her, like she's got this special aura."
01K5JSH99CNQ7YDEXPGA9QN631,She's so cute when she laughs!
01K5JSH9HP09148B5W6WH2MXXF,"Those fins, such a pretty face!"
01K5JSH9TD9SB1WAXWFAG9TTF0,"Ang iyan naman naman, kasi naman namananalo."
01K5JSHACTZSE4FX59DX5BCV20,"Naman naman, napapanan ang sigustan."
01K5JSHAYH8F773GKC62BFN84N,"Naman naman namananalo, huwag ka man umiak."
01K5JSHBH0QCPW53PRFDYDZ2N2,"Amini mo lang, sabihin mo."
01K5JSHC3APHT6NHARZNV9EAB2,"Ngunit takot man upang pustan, kasi takot man talo."
01K5JSHCNM2H18QPG8PZ4X7YDN,"Sabihin mo lang, nai, malakas ko talaga."
01K5JSHD81KF6WCWK27RQ9MTX0,"I like mga kasi talaga, kasi hindi ka manananalo sa amin."
01K5JSHDT605DEX54N09AQMNH1,"Oo, maamin na, putang dima."
01K5JSHECETSZMXRKT539H2YH7,"Oo, sumamin ka din bobo ka."
01K5JSHEYM6K0FPYXATQM9HQ8V,"Oo, sinabi ko naman nanano sa amin, bobo ka."
01K5JSHFH3SBZQW12DZMAEX1P3,"Ano, panong hindi ka manananalo?"
01K5JSHG34ZCAZ0H62AQJPP6KF,Kukawa mo na red mo.
01K5JSHGMQ42QDR6V70BGNBWEZ,Malakas ko naman nanano.
01K5JSHH72K7Z0FQWXWT5S36TZ,Kukawa ko talaga mo.
01K5JSHHRXCCANMD5GHM441Y0A,Ano hindi ko ma-ukawa?
01K5JSHJAG2Q0ZFW7EGJZX2519,Bang!
01K5JSHJWQSHYV3TV5611056FZ,"Ataito, guys."
01K5JSHKF9HB6C057N2VYCVNS6,HOPPAAA
01K5JSHM6WQJ29FTABZQ4NFCM9,"Putang, nagsumbong sa ano ang boyfriend mo yan, boyfriend mo."
01K5JSHMSQS0RVMFGTHYEZH6KE,"Boyfriend, ex, bako?"
01K5JSHNBH4C6WF8WA5YSR175C,Sanginan ni Reika nagtawag ng boyfriend.
01K5JSHNX3DMXSX05AVGAKV38D,"Ano, putang ina mo pala, go?"
01K5JSHPEVFTSER82BWQNSFBBA,"Oo, atis naman ako!"
01K5JSHQ12Q7S8RE9R36W74YJJ,"Putang ina mo si mga laba, go!"
01K5JSHQKAEXJAVD4SBJ6PJDWP,"Mama, mama."
01K5JSHR5DK78TCYCD7P2FJJHW,"Nisi naman naman, nandito lang."
01K5JSHRQBFTKFEDR4MJPQ5X6N,"Nani mo, go po?"
01K5JSHS9DBR2VK55JBPHR1D04,Ano sa akin ko mama mo ngayon?
01K5JSHSTX9MTT1JSHCX9F49GB,"Di mo sa akin mama ko. Putang ina mo, pangatana."
01K5JSHTDFZ57HBF7HTFMD0RAF,"Oo, putang ina mo. Wala ka na naman."
01K5JSHTZHFJSRSVYHJ2ZR85CE,"Ano, nanginin mo ang mama mo."
01K5JSHVHZMSJFX07QZKHYBTWJ,"Nakita ko ang paantin niya, ganun, kalaki."
01K5JSHW3N548FS683KHE5SWDN,"Kinain niya ang papa mo, putang ina pre."
01K5JSHWPAMT26Y98YK397AQG7,"Oo, papa ay kinain niya ang papa ng mama niya kaya wala kang papa."
01K5JSHX99EMJBATJ1PT9FFJ2H,Kaya wala kang papa ang inabutan.
01K5JSHXVCXTDTH21M6C3VYKGG,Kasi ang papa mo kinain ang mama mo.
01K5JSHYCSQQKP2XVZMGY8R6AT,Balien na yan ang mama.
01K5JSHYYWYCSJVMVTFAKV1E2E,"Kasi, pre, balien na yan ang mama niya."
01K5JSHZGT5P1XJ10XCZXAP0QT,"Kasi ang mama mo, mga mama mo, wala wala wala magamadit."
01K5JSJ035RAWMPDHF40ZAW4H1,"Ano, hindi nang magandang trust ko yan tol."
01K5JSJ0MX0JZENPXHHYR99XQT,"Ano, paka-paka, paka-paka, ayoy."
01K5JSJ17431ZV83PYR0B5K190,"Paka-paka, kung tanongin sulabal doon, si toxic pala tol."
01K5JSJ1T8C9QA80CS1EGTVN6W,"Hanggang kelan ka makikipagsuagan ng sunghay, umay, nasa pagalingan ka parin? Nasa pasarapan na ako ng buhay!"
01K5JSJ23RYY5QHR2C2RZBBYH8,Quality ang baga-process
01K5JSJ2CMKV8PWZYB6RBRBFYS,"Tubong zero, galing finest ang hiless"
01K5JSJ2NAZW63X2MMW6NR5PJ6,"At daw ang naging witness, pawalang alipores"
01K5JSJ2YKT6T2GQH1A7M9VFJ5,Mga ilang ang aming kinaharves
01K5JSJ375HAA3QF8Z8SVK7G1H,Oo reckless kasi don't test
01K5JSJ3G3T9HR19V2V94FZPXF,"Pero flawless, magbumoses"
01K5JSJ3S852JB312K0NFRSP32,Di man greatest pero still tight
01K5JSJ42D1QVEJXMSY713GN53,"Pumusapan ay success, obvious na man bless"
01K5JSJ4BQFTB4Y8Y25CW9435N,"Kampaleng, can you hear me?"
01K5JSJ4M20ZPZCWP3C4J2FH1D,"Brace your middle finger, iwag kayway niyo sa ere"
01K5JSJ4X6YEPK6THGVZHQTDGB,"Tapampangan, mayabang, oo ba walang pusi"
01K5JSJ56BQZ5RCWX0GV7TDRV3,Kasi tubong aso kaya puro mga bully
01K5JSJ5F80METHMCA8PMEV000,"Kaya di pa rin pamuhin, hindi pa rin nagpuin"
01K5JSJ5QM7Q9FG2K1MSPQHP1V,"Mula noong bumangis nagkapangin, lahat lalapayin"
01K5JSJ60VZ9GC966EC4F6E5VD,"Lumaki ang mulot, pasyado na daw mahangin"
01K5JSJ69J8J9HFKD9N23DQ8YP,Naging baong lobunan kasi yung gusto niyo totain
01K5JSJ6K2VA43KQGN790VT8NA,Anong alam mo sa'yong storya?
01K5JSJ6VQXV1R2E95HDJ0F6QD,"Badang dagap ako, ako yung anin..."
01K5JSJ75J88JZDFWH7PFSWQSC,"Mami, bakanti ka ugma magdaisik"
01K5JSJ7J1EFE9VVSKT6ACQ8FB,kung ta'n magbake
01K5JSJ7WE9WPEVGZ28TT0927K,"kung sa'n may pagtanao ni mami ko, bakit niya kung na'o"
01K5JSJ86S4FSH1EAGDBZ6Q5BE,yung lubago ni liyo ni kabayo adi re
01K5JSJ8H2RY0217S6CW8JVEHA,"Mami, ganaan ka, sildo ni mo piptike"
01K5JSJ8WAW66BDVTSP6ZFACKM,pero sumbagay mo ni pakyao
01K5JSJ977H5DTGA14SJ29HJWN,maka kuwarta po lagi ta pero abog-bog abirna po lagi
01K5JSJ9K7AX2N845GWYS3PGDX,"Ikaw na lang, kaw na lang doon pag sinumbagay"
01K5JSJ9YBYGTNRX401M1M4CH0,"Mami, kung di li ka musagot kwaon sa ginoo"
01K5JSJAA7ER7951GMMGY47JFP,kaw ang mig-usa
01K5JSJANG0YNBBS57E74VXG7B,upak tuwanin muna ako dili basketballista
01K5JSJB068YXBR6R8KHEBVWDX,"Mami, kung ang a-gihemo sa ginoo"
01K5JSJBC52VB5YVK25ZSE7VSW,kinsa may naghihemo ni mo
01K5JSJBPYR4C4APAV356H1YG1,"Mami, pila nakaka years in service sa"
01K5JSJC3863V1V7CYK9WCTREZ,sa iyo
01K5JSJCDRWXDM054S0SSXV77F,but-but ko nagmakumot ko na yung bakba ro na
01K5JSJCS4PYV35RD2N3ZHXMB4,kung di li sila ganaan ni mo
01K5JSJD39G7CN47HVE41R7FZY,maslabaw na ko
01K5JSJDE2NSGZF82YN9EM8KZK,kuri ganaan ako di
01K5JSJDRQ9W7EEG49CNQFSMER,"Mami, ayaw o'ng tabok sa kalsada"
01K5JSJE3Z6S62PFFFGZ7QPMEW,kung na ay motor
01K5JSJEETSDZDQP9J4SWKXHQE,kulata ang truck
01K5JSJESQ0B6P327ZXJY0QZ08,kasi kumuto ni ko yung bakba ni Manuka rung sabak kayo
01K5JSJF4J7QFSCNQK74YF3HCM,kaka m North kong mo ang tej civil
01K5JSJFGE8WW0PX66ARQEN3MA,l value
01K5JSJFT6QEWDT311XH58XPCS,Oooo
01K5JSJG29D6YNQFY5BSK0FGW2,Oh you got my heartbeat running away
01K5JSJG9ZXK0EJGSXZYX4W2Y9,Don't you hear that heartbeat coming your way
01K5JSJGHAFG0FSC3ECG05TQRF,Oh it be like boom-ba-dum-ba-dum-ba-dum-ba-dum-ba
01K5JSJGS4Z5SA8NWRCB9748G2,Can't you hear that boom-ba-dum-ba-dum-ba-dum-ba-dum-ba
01K5JSJH1CEA9NCR0ZGVV784J4,Baril bibig mo? Nakakapagta ka. Kaya pala yung hininga mo amuy pulbura.
01K5JSJHBMZPHZZPVCFJMGMEM2,"Hindi na ako baguets, hindi sa pag-beaya bang. Tangin ang mukhayang baby face lang."
01K5JSJHNFQMCH786ZA38W258W,"Tapos sinasabi mong tindera ng ginto, e yung nipin mo nga tangina yung silver na nanso."
01K5JSJHZ0H3133C0RM463R7SN,"Nakakalimot ka atang sa pampanga ka nakatapak. Walang kwenta ang pagiging malalim mo, lalamunin kita ng lawak."
01K5JSJJBC0FHNVEXFGD4YRD6N,"Sa pagiging maangas nyo, dyan kayo napapahamak dahil ulo kay ng ulo mga wala namang kayong utak."
01K5JSJJNPZ2RGR82D1KZ17P6H,Bookmark
01K5JSJJY5AXJCCG69XXW3G4JX,Season
01K5JSJK5EESMTRS1195JBHCH1,Distant
01K5JSJKE57QZ12EE9MTZMNAPS,"Damnit, Moe Blue short Moe Blue, Sinner is Moe Blue, Hiccup, Holla Noah, Wallang, Annick, Me Babbley"
01K5JSJKQ2AK68YKCK24BDPCCD,"Kung di daw dahil sa'yo, wala daw ML?"
01K5JSJM0W9NJZFK68QCSHJPX7,Nananiwala ka ba doon?
01K5JSJMA0J3K71VTQ6Y6JM23V,"Kasi kung di dahil sa'yo, wala daw ML,"
01K5JSJMKD2BJXGE4GSE4Y9NQ2,"eh di sa Pinas lang to,"
01K5JSJMWVM2QZF03KE44T1H36,"kung di din ba dahil sa'yo, walang bobo sa Pinas,"
01K5JSJN6E1370K0RDA449KQ45,mag-ML?
01K5JSJNFP0V3WVSGTDZ2WKBNY,Hindi din tol.
01K5JSJNRE52H1KW7SQQ5KQACW,Kasi kasama na yung doon eh.
01K5JSJP1GA5N1CRX9NJCN44G9,"Sa ML tol, may bobo talaga."
01K5JSJPASG8CJHPMGNTN92QSH,Daging hihiwala yung mga bobo sa...
01K5JSJPKZXWJFXJKNW60PVRP5,"Sa 1D1, hindi."
01K5JSJPWT4DEA03ZHKNEVP9PZ,"Sa 5D5, alam mo na tol."
01K5JSJQ5MW4PFGWP02WCNTEKR,"Sabihin mo, bobo ka."
01K5JSJQEZAWV3WH7YB0Z05Z5H,Bobo ka.
01K5JSJQR5BTJ45YQ1J4G5RZ4V,"At least, diba?"
01K5JSJR1AVV4T3R6P790WH6A7,Malakas ka tol.
01K5JSJRAGM9Y4404E5NFE02X4,Kasi sa'yo mahihinan lang nakakalaban mo.
01K5JSJRK9312KFXFH6G85QBQ6,"Kasi pag kamalaas to malakas kalaban mo, di kit."
01K5JSJRWN7VBDK8G31GT8EX80,Pro ko eh.
01K5JSJS5YZ5CYN84DYEQD3HX1,Nag-champion nga kayo eh.
01K5JSJSFCQETMSXDXY9Z7WXPD,Season ano ako eh.
01K5JSJSRKRR8RVPQC5CC3SNCK,"You want disrespect, fool?"
01K5JSJT464GTHTP2H590Q3JC4,Pwes putang ina mo po!
01K5JSJTF1TJD7NR6EZKS5BGKK,Tandaan ang paggalang ko sa'yo!
01K5JSJTSPZ86DWQGMEEHEGA44,Ito ang 21 gunshot salute ko!
01K5JSJV4BVWRMD7Y10VKEDSEC,"Sige, saluin mo!"
01K5JSJVEYE74DYKF8NJ5Q6NC9,"Bara kayo ng bara, pero sa totoo lang,"
01K5JSJVSBJJJNN3TTK3QS3GK5,ang ko-orning ninyo.
01K5JSJW3Y14ATXCZZ4QJEMSXB,"Mga nagpipilit mag bars,"
01K5JSJWE7SZZJR0XFS91EVRRX,mas nakakatawa pa kayo sa pagpapatawa ko.
01K5JSJWRZ10DKTFDSXWV0ZATX,Ayaw niyo sa jokes ko?
01K5JSJX3KWQC5S6HGDGFA9E1H,Pwes ayaw ko rin sa bars niyo!
01K5JSJXE1WSD6EG792NN9K9SM,Pero jokes over bars baka mo?
01K5JSJXRFGACF4N48CH5HZ8EY,"I got bars over my jokes, mga bobok!"
01K5JSJY372AZMRSBPR7D5XF6S,Magiging bars lang ba ang tawag sa line pag ambanat?
01K5JSJYE0D86WS4DNSADEZ05S,Serioso?
01K5JSJYRHS1DT2AFP5MJ105F4,"So, pag-ilig na pala ako."
01K5JSJZ2VYQC4ZGMYT283DX9A,"Pungang mga hurado sa jokes, walang hilig."
01K5JSJZDJCZY57HXTH0NXN35E,"Sana pala, Sir Arik, sinabi mo nalang agad"
01K5JSJZRA8TJ9JYMT0VACDBQ5,kung sino mag-judge para ibanat ko nalang
01K5JSK0304SMW5QBHHMBQMKB1,yung gusto nilang marinig.
01K5JSK0DD70TGSHYCCKE4BGWK,"Pero, sige!"
01K5JSK0QSKMTEVQNGBWJJT1CQ,Ang mga hulingan na
01K5JSK12H846JBS6QZ18C2B3E,ayaw ko rin sa bars niyo.
01K5JSK1DGHV3H6ZZAHJ2PDRFH,"Sa ina yung boto ng hurado,"
01K5JSK1QTGVWQKW8S9G0MB9ZH,di naman ako lumalaban para sa mga yan
01K5JSK22GQZ67EM8JXE65XZ0J,ako'y bumabatel para sa mga tao.
01K5JSK2DAHMXE7QWW881AXGPK,Hindi ko babaguhin ang style ko
01K5JSK2R3A58SW5WNZP15DJWZ,para lamang lumaki ang chance ang manalo.
01K5JSK32DHGPHXNT66E8YC93W,Hindi ko pagpapalit
01K5JSK3D3H1TX3YM8PA70M9EZ,ang respeto at supporta nila
01K5JSK3QPDF25TE71264TPD5Q,para sa limang boto.
01K5JSK42E476AR6E12T6W9XR2,"Kasi, kahit ako pa ay matalo,"
01K5JSK4D9R49EPWBDX79Y2C3S,hindi ako pa ay matalo.
01K5JSK4R4PWEGXZD8X1GNP1DY,"kahit ako pa ay matalo,"
01K5JSK5337T458CWR2R7EYE0V,hindi ako umuuhuwing malumbay.
01K5JSK5DX7RKJBJ5G5T25V4SV,"Yung mabigyan ko ng magandang battle,"
01K5JSK5R89KM1EGHJ56R4W5XF,"yung mga mananood para sa akin,"
01K5JSK62MMKXSD0FABB69VW0P,yung ang tunay na tagumbay!
01K5JSK6E5BD6TNH2GKJM35NVQ,"Too many days, too many hours I'm still burning to the brim"
01K5JSK6Q8N4F7ZW2K5VZ6VXVK,When you're feeling lame The same in your body
01K5JSK6ZFZFZ5X1AYW7CX2T75,Don't want you But you know that I let it go
01K5JSK77KKQNJ82XCS6BX4JCK,"Cause I love party games I'm in line, here to use you"
01K5JSK7G56EP12QFF9ZFYKXMB,"Even though that's my rule Let it burn, let it burn"
01K5JSK7SZ230FSZX84118VCE7,"You know that I'm in line, here to use you"
01K5JSK81RMBMDXS61DM893CGJ,I just know what's up with you
01K5JSK89YK7Z10EA628YKFEPE,Hate the thought of being with someone else
01K5JSK8J0BCQC281B6WJRHXHG,But you know that it's over
01K5JSK8TC64A6TP0AWDDF7138,Here to use you
01K5JSK92B9EWDAKKZA6E3284J,"Let it burn, let it burn"
01K5JSK9BJPBAWYVN6RX4GKAGP,Gotta let it burn
01K5JSK9KKYKM920JHEQSWMJQ3,"At sinyo, makulit lang yung boses mo."
01K5JSK9WP0EE8V01046JJMYAX,Kaya sinang atuha.
01K5JSKA4KQWF31V3SQS9ABWZH,"Paulit-ulit nalang sinasabi mo sa akin, wala nabang iba? Ano ba?"
01K5JSKAD9DMX2C3CN94CRTJN0,Inaasarok ang bakla ng duwag? O di ba ang luba?
01K5JSKAPFHDVA33T2Q9ZW39JF,Pues sana nga maigasan ang laba natin para maputukan na kita sa mukha.
01K5JSKAZDGNK1GCR222FRGV3R,"Sawakas, natuloy din. Grabe, nakakaluha."
01K5JSKB7P0WEA3MBKGFFT71C3,"Para tong babae, gusto ligawan ko pa."
01K5JSKBG2JHPXEABQ9T7SNPG0,"Ano ba, papakipot pakunwari na ayaw bumuka?"
01K5JSKBRCV8TQCFGDK4GMCFCB,"Ang tapa mo mag-inarte, mag-papaputukan rin pala sa mukha."
01K5JSKC1SH6BPQ57ZVXB1F3GD,P treschen. C'est l' downloadhonne.
01K5JSKCB7EJ81YVBKY0HJW5B3,Nung dapat mong malaman walang personalan ang magkakaganapan
01K5JSKCQGN5XW1NA8RXEDK76N,Pwede bang normal at lang lahat ang ito? Sana ay magkatototo
01K5JSKD3GPQYS4TDACWVE7Z55,"Pero sa ngayon, dapat mong malaman walang personalan ang magkakaganapan"
01K5JSKDFKZ9SK9BT0MBBB1TAD,"Pero sa ngayon, wala muna nating isipin Hira pa ko paliwan na kamalabo"
01K5JSKDT1FBXRSD5WBH5XM5RS,Pero lahat tayo kaya ko sabihin Sayo kasi nga wala akong tinatago
01K5JSKE4933N6C6YEN319BR2E,Di ka hahayaan na mabitin Pakapag tayo na lang at wala ang tao
01K5JSKEE41Y8NH6JB6QXND473,"Kaso, wala mong ayoko sumugal sa mga pagay na alam"
01K5JSKEQS90F0FE1N2DCVZKBN,"Mundi ko kaya ipanalo, pangako na Di kita pa pangakuhan"
01K5JSKF26RJA22P73QX45QK2F,Di pa ba natatauhan Sa kabilan ang mga pagay
01K5JSKFCRMZ26F248BCH3DA3X,"Mami, jepeta ba sinunsa ka liso sa panahon?"
01K5JSKFNWAZ8PHM1ZTQ53HRH6,"Laban lang jod, pero ayaw jod kalimut o pautog na iamung man kasi mong mga binuhatan dira."
01K5JSKG298F734RC9EVWB1Z9N,"At sa dalila, buwag ka munang magsalita"
01K5JSKGCKZ5X4Z8Y2B9WRSCCB,"Di ko hahayaan, lahat ito ay mawala"
01K5JSKGP56TXF2QXW93R9FN8C,OOOH OH OH OH OH NO!
01K5JSKGX6XR9FT1EBRSWKXWYK,Anong trip mo?
01K5JSKH3JEBNNAS3KFPTTZWVH,"Masyado kang maingilip mo, izip mo"
01K5JSKHA503FHP851WAX2XBTG,Don't tell them baby
01K5JSKHH80DWJ34D85VS8G1KA,Wag nga ipagkalat nangyari sa dilating
01K5JSKHQZ8KTKYCGADG459BP9,Dahil at ang gusto mo yung daging ibigay
01K5JSKHYMV091HT6V0SSEDZ1G,Mas mapamabang mula ang nadi ka mag iinay
01K5JSKJ5N85AEMJZ5QK34HJHN,OOOH OH OH OH OH OH NO!
01K5JSKJCNRTMWJ20T2AXQ8N6Y,Keep it on our hearts
01K5JSKJKR17HV494EQMG83QJQ,Whatever we do
01K5JSKJTPT8CQCZRMZ2ND5RCW,"She want me back, Michael Jackson bitch I'm back"
